cell,dates,nums_cr,pages_table_start,line_order,title
 à partir du 15/10/14 : effectuer toutes les coupes de carrelages à l’extérieur du bâti- ment,['07-10-2014'],"[62, 63, 64]","[333, 340, 347]",5,CERGNUL
 étudier possibilité de mettre un profil d’arrêt de carrelage au droit des grilles de souf- flage a sol (désaffleurs du carrelage à reprendre également),['07-10-2014'],"[62, 63, 64]","[333, 340, 347]",4,CERGNUL
 BC confirme que les traversées de dalles pour évacuations des caniveaux seront carottées après chape. Seuls les siphons isolés devront faire l’objet d’une demande de réservations pour le 20/08/13. 04/03/14 : implan- tation sur site le 07/03/14,['10-07-2013'],[31],[172],1,CERGNUL
 CENERE à remplacer par CEMENTO MATT pour la zone pieds chaussés accès groupe,['17-06-2014'],[56],[296],2,CERGNUL
 CENERE à remplacer par CEMENTO MATT pour la zone pieds chaussés accès groupe Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 58 090914.doc 6 Pour action Observations,['17-06-2014'],[58],[309],2,CERGNUL
 attention au niveau de chape par rapport au seuil de porte,['24-06-2014'],[47],[232],10,CERGNUL
 attention à bien traiter et dégager les JD,['04-11-2014'],"[66, 67, 68, 69, 71]","[360, 366, 372, 378, 384]",4,CERGNUL
 caniveaux douches confirmé en inox,['27-05-2014'],"[43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[214, 220, 226, 232, 238, 244, 250, 257, 264, 272, 280, 287, 294, 301]",6,CERGNUL
 carrelage à bord arrondi en nez de banc carrelé du hall bassins,['11-03-2014'],"[32, 33, 34, 35, 36, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[178, 184, 190, 196, 202, 214, 220, 226, 232, 238, 244, 250, 257, 264, 272, 280, 287, 294, 301]",3,CERGNUL
 compléter en joint dessus des baguettes d’angles,['04-11-2014'],"[66, 67]","[360, 366]",2,CERGNUL
 confirmer commande pour banquette hammam,['17-06-2014'],"[46, 47, 48, 49, 50, 51, 54]","[226, 232, 238, 244, 250, 257, 280]",10,CERGNUL
 confirmer commande pour banquette hammam 29/07/14 : Constat effectué des réservations de caniveaux  avec le GO. Les tolérances sont respectées. Les éventuelles re- prises sont à la charge du carreleur.,['17-06-2014'],"[52, 53]","[264, 272]",8,CERGNUL
 confirmer hauteur de plinthe pour définir hauteur socle casiers,['11-02-2014'],[28],[154],3,CERGNUL
 constat effectué des réservations de caniveaux avec le GO. Les tolérances sont respectées. Les éven- tuelles reprises sont à la charge du carreleur,['29-07-2014'],[55],[287],7,CERGNUL
 constat effectué des réservations de caniveaux avec le GO. Les tolérances sont respectées. Les éven- tuelles reprises sont à la charge du carreleur Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 54 120814.doc 5 Pour action Observations,['29-07-2014'],[54],[280],8,CERGNUL
" dans podium MNS, relevé aligné sur relevé des plages",['28-10-2014'],[65],[354],3,CERGNUL
" dans sanitaires douches, aligner haut faïence à +2,26 en périphérie (alignement avec les ouvertures sur vestiaires et hall bassins) et à 2,20 sur les murs de refends",['09-09-2014'],"[58, 59]","[308, 315]",1,CERGNUL
 diffuser dossier technique pour validation à DRD et SOCOTEC,['03-06-2014'],[44],[220],7,CERGNUL
" douche personnel, pente vers siphon central",['01-07-2014'],"[48, 49]","[238, 244]",10,CERGNUL
 effectuer nettoyage extérieur Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 63 141014.doc 5 Pour action Observations,['14-10-2014'],[63],[340],6,CERGNUL
 emmarchement accès podium MNS à reprendre en carreau droit (supprimer ¼ de rond et aligner les plinthes et les marches),['28-10-2014'],[65],[354],4,CERGNUL
 faire carrelage sur habillage bois angle remise en forme,['12-11-2014'],"[67, 68, 69]","[366, 372, 378]",6,CERGNUL
 faire coupe blanche sur quai côté bassin,['28-10-2014'],[65],[354],2,CERGNUL
" faire détail sur jardinière, banc, quai, pédiluve, douche",['17-06-2014'],"[46, 47, 48]","[226, 232, 238]",9,CERGNUL
" faire détail sur jardinière, banc, quai, pédiluve, douche. 08/07/14 : pour le 15/07/14",['17-06-2014'],"[49, 50, 51, 52, 53, 54, 55]","[244, 250, 257, 264, 272, 280, 287]",8,CERGNUL
" faire détail sur jardinière, banc, quai, pédiluve, douche. 08/07/14 : pour le 15/07/14 Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 56 260814.doc 5 Pour action Observations",['17-06-2014'],[56],[294],6,CERGNUL
 faire finition autour des grilles de ventilation dans l’espace « galets »,['09-12-2014'],[71],[384],1,CERGNUL
 faire joint souple autour des grilles de ventilation,['09-12-2014'],"[71, 72, 73]","[384, 389, 395]",2,CERGNUL
 faire révision planimétrie carrelages sanitaires public,['30-09-2014'],"[61, 62, 63]","[327, 333, 340]",2,CERGNUL
 faire tracé d’implantation des siphons de sol et évacuation de caniveau pour carottage par BC sous 2 semaines,['18-02-2014'],[29],[160],3,CERGNUL
 faire une proposition pour remplacer la référence CENERE pour la zone pieds chaussés accès groupe. 17/06/14 : CENERE à remplacer par CEMENTO MATT,['10-06-2014'],[46],[226],8,CERGNUL
 faire étude de caniveaux en remplacement des siphons de sol dans les zones douches,['04-03-2014'],"[31, 32, 33, 34, 35, 36]","[172, 178, 184, 190, 196, 202]",3,CERGNUL
 fournir doc sur galets en vrac en non en plaques,['08-07-2014'],[49],[244],11,CERGNUL
" fournir nuancier des grés cérame 2,5x2,5",['25-03-2014'],[34],[190],4,CERGNUL
 fournir plan des décaissés de sol,['26-06-2013'],"[1, 2]","[4, 8]",0,CERGNUL
 fournir plan des décaissés de sol. 10/07/13 : à mettre à jour suivant remarques vues ce jour,['26-06-2013'],[3],[12],0,CERGNUL
 le relevé plinthe + 2 carreaux est valable également sur les 2 faces de la cloison de l’espace bébés,['09-09-2014'],[58],[308],3,CERGNUL
 manque un socle autour canalisations alimentation douches,['21-10-2014'],"[64, 65, 66, 67, 68, 69]","[347, 354, 360, 366, 372, 378]",3,CERGNUL
 mettre protection sur carrelages,['23-09-2014'],[60],[321],2,CERGNUL
 nettoyer étanchéité sur les voiles béton,['23-09-2014'],[60],[321],3,CERGNUL
 plan de réservations sous-sol à transmettre à DR pour le 20/09/13,['17-09-2013'],[10],[47],7,CERGNUL
" prendre garde au respect du niveau +/-0,00 (différent du niveau d’eau)",['20-05-2014'],"[43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]","[214, 220, 226, 232, 238, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 315, 321, 327, 333, 340]",4,CERGNUL
" présence obligatoire en réunion du 19/08/14 pour mise au point planning. Il est urgent de débuter la pose du carrelage, renforcer les équipes et n’entreprendre un local que lorsque le précédent est terminé",['12-08-2014'],[54],[280],9,CERGNUL
 prévoir décaissé dans chape le long des bassins pour mise en place membrane d’étanchéité,['20-05-2014'],"[43, 44, 46, 47, 48, 49]","[214, 220, 226, 232, 238, 244]",5,CERGNUL
 remontée de carrelages (2 carreaux) en finition lisse MATT,['10-06-2014'],"[46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[226, 232, 238, 244, 250, 257, 264, 272, 280, 287, 294, 301]",7,CERGNUL
 remplacer un carrelage de plages du bassin ludique pour alignement coupe entre car- relage bleu et carrelage ivoire,['25-11-2014'],[69],[378],6,CERGNUL
 reprendre arrondis sur carrelages sur quais bassin ludique,['04-11-2014'],"[66, 67]","[360, 366]",1,CERGNUL
 reprendre baguettes d’angle du mur du pédiluve côté podium MNS,['04-11-2014'],"[66, 67, 68, 69]","[360, 366, 372, 378]",3,CERGNUL
 réservation dalle au droit des pédiluves 150mm,['17-07-2013'],"[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[16, 27, 37, 42, 47, 52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129, 135]",2,CERGNUL
" sur les quais de bassins, carrelages à bords arrondis en périphérie avec carrelages EBANO et baguette PVC avec faïence (fournir divers échantillons pour validation couleur)",['09-09-2014'],[58],[308],2,CERGNUL
" sur les quais de bassins, carrelages à bords arrondis en périphérie avec carrelages EBANO et baguette PVC avec faïence (fournir divers échantillons pour validation couleur). 16/09/14 : échantillon gris validé",['09-09-2014'],"[59, 60, 61, 62, 63, 64]","[315, 321, 327, 333, 340, 347]",2,CERGNUL
 tapis brosse EMCO 200 Anthracite,['08-07-2014'],[56],[296],5,CERGNUL
 terminer faïence dans sanitaires public,['30-09-2014'],"[61, 62, 63]","[327, 333, 340]",3,CERGNUL
 un carrelage mural dans remise en forme (droite porte local technique) à remplacer pour finir sous faux plafonds,['18-11-2014'],"[68, 69]","[372, 378]",5,CERGNUL
 vérifier disponibilité ¼ de rond rako vert,['17-06-2014'],[46],[226],11,CERGNUL
 vérifier et faire attention à l’alignement et la régularité des joints Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 55 190814.doc 5 Pour action Observations,['19-08-2014'],[55],[287],8,CERGNUL
 à partir du 15/10/14 : effectuer toutes les coupes de carrelages à l’extérieur du bâtiment. 28/10/14 : évacuer le hall bassins,['07-10-2014'],[65],[354],0,CERGNUL
 établir plan de pentes et de réservations pour siphons de sol,['05-11-2013'],[17],[88],2,CERGNUL
 étanchéité sous carrelage sur chape,['10-07-2013'],"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53]","[12, 17, 28, 33, 38, 43, 48, 53, 58, 64, 70, 76, 82, 88, 94, 100, 106, 112, 118, 124, 130, 136, 142, 148, 154, 160, 166, 172, 178, 184, 190, 196, 202, 214, 220, 226, 232, 238, 244, 250, 257, 264, 272]",1,CERGNUL
" au droit des percements et éclats de maçonnerie de l’alcove de l’espace bébé, mettre une lisse porte pa- tères Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 74 130115.doc 4 Pour action Observations",['02-12-2014'],"[74, 75]","[400, 405]",2,NAVIC
 prévoir un mat support de sèche cheveux complémentaire Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 49 080714.doc 5 Pour action Observations,['24-06-2014'],"[49, 57]","[244, 301]",0,NAVIC
 ajouter un élément biais pour cacher les siphons,['02-12-2014'],"[71, 72, 73]","[384, 389, 395]",4,NAVIC
" au droit des percements et éclats de maçonnerie de l’alcove de l’espace bébé, mettre une lisse porte pa- tères",['02-12-2014'],"[71, 72, 73]","[384, 389, 395]",2,NAVIC
 fournir URGENT dimensions casiers casques à SRCM,['16-09-2014'],[59],[315],1,NAVIC
 fournir plan de socle,['26-06-2013'],"[1, 2, 3, 4]","[4, 8, 12, 17]",0,NAVIC
 manque une barre PMR sur porte sanitaire public entrée,['16-12-2014'],"[72, 73, 74, 75]","[389, 395, 400, 405]",5,NAVIC
 mettre profil PVC entre cabines et voile BA au-dessus du relevé carrelé,['30-09-2014'],"[61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75]","[327, 333, 341, 347, 354, 360, 366, 372, 378, 384, 389, 395, 400, 405]",1,NAVIC
 mettre tablette dessus colonne sèche cheveux,['02-12-2014'],"[71, 72, 73, 74, 75]","[384, 389, 395, 400, 405]",3,NAVIC
 mettre à jour plan de socle et plans d’exécution selon plans architecte modifiés,['17-09-2013'],"[10, 11]","[48, 53]",0,NAVIC
 mettre à jour plan de socle et plans d’exécution selon plans architecte modifiés. 01/10/13 : pour le 15/10/13,['17-09-2013'],"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[58, 64, 70, 76, 82, 88, 94, 100, 106, 112, 118, 124, 130, 136]",0,NAVIC
 mettre à jour plan de socle et plans d’exécution selon plans architecte modifiés. 01/10/13 : pour le 15/10/13. 21/01/14 : pour le 31/01/14 dernier délai,['17-09-2013'],"[26, 27]","[142, 148]",0,NAVIC
 payer le compte prorata,['23-09-2014'],[60],[321],1,NAVIC
 prévoir l’encoffrement des nourrices,['14-10-2014'],"[63, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75]","[341, 354, 360, 366, 372, 378, 384, 389, 395, 400, 405]",2,NAVIC
 prévoir l’encoffrement des nourrices Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 64 211014.doc 5 Pour action Observations,['14-10-2014'],[64],[347],2,NAVIC
 prévoir un mat support de sèche cheveux complémentaire,['24-06-2014'],"[47, 48, 50, 51, 52, 53, 54, 55, 56, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68]","[232, 238, 250, 257, 264, 272, 281, 288, 295, 308, 315, 327, 333, 341, 347, 354, 360, 366, 372]",0,NAVIC
 prévoir un mat support de sèche cheveux complémentaire. 23/09/14 : fournir le devis URGENT,['24-06-2014'],[60],[321],0,NAVIC
 supprimer les traverses en parties hautes de colonnes de sèches cheveux,['25-11-2014'],[69],[378],2,NAVIC
 veiller à respecter le tri des bennes et à ne pas entreposer à côté des bennes,['23-09-2014'],[60],[321],2,NAVIC
 Evacuer les gaines et tubes aciers qui sont stockés en espaces verts,['22-07-2014'],"[51, 52, 53]","[258, 265, 273]",11,MISSENARD QUINT B
 confirmer date prévisible de passage bureau de contrôle pour établissement DRE. 07/10/14 : pro- grammé le 28/10/14,['23-09-2014'],"[62, 63, 64]","[334, 341, 348]",5,MISSENARD QUINT B
 confirmer les puissances électriques. 17/07/13 : rappel,['26-06-2013'],"[4, 6, 7, 8, 9, 10, 11]","[17, 28, 33, 38, 44, 49, 54]",0,MISSENARD QUINT B
 panneaux rayonnants suivront la pente de la charpente et seront fixés par câbles. 29/10/13 : les pan- neaux rayonnants seront posés entre poutre au plus haut,['15-10-2013'],"[16, 17, 18, 19, 20]","[82, 88, 94, 100, 106]",4,MISSENARD QUINT B
 panneaux rayonnants suivront la pente de la charpente et seront fixés par câbles. 29/10/13 : les pan- neaux rayonnants seront posés entre poutre au plus haut. 03/12/13 : faire coupe de principe de fixation avec com- plexe charpente / couverture,['15-10-2013'],"[21, 23]","[112, 125]",1,MISSENARD QUINT B
 plan de radiateurs à revoir selon indications de ce jour Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 19 191113.doc 5 Pour action Observations,['19-11-2013'],"[19, 20, 21]","[100, 106, 112]",5,MISSENARD QUINT B
 prévoir compteur homologué de marque ITRON sur circuit constant bassins et comp- teur d’énergie,['11-03-2014'],"[32, 34]","[179, 190]",4,MISSENARD QUINT B
 raccord zag en partie haute de la chaufferie sur le côté de la cour de service au- dessus de l’espace vert,['10-09-2013'],"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 43, 46, 47, 48, 49]","[44, 49, 54, 58, 64, 70, 76, 82, 88, 94, 100, 106, 112, 118, 125, 131, 136, 142, 148, 154, 161, 167, 173, 179, 184, 196, 215, 227, 233, 239, 245]",4,MISSENARD QUINT B
 raccord zag en partie haute de la chaufferie sur le côté de la cour de service au-dessus de l’espace vert Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 34 250314.doc 5 Pour action Observations,['10-09-2013'],"[34, 36, 44]","[190, 202, 220]",0,MISSENARD QUINT B
 raccordement gaz non réalisé car chaudières non prêtes à être mise en service. Préci- ser une date de mise en service semaine 49,['04-11-2014'],"[66, 67, 68]","[360, 366, 372]",6,MISSENARD QUINT B
" radiateur blanc RAL9010 sauf hall d’entrée, RAL7012 sur façade, RAL7016 dans es- pace poussettes",['27-05-2014'],"[43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]","[215, 220, 227, 233, 239, 245, 251, 258, 265, 273, 281, 288, 295, 302, 309, 316, 321, 328, 334, 341]",8,MISSENARD QUINT B
 radiateurs au droit banque d’accueil à alimenter en cuivre rigide depuis la gaine technique Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 27 280114.doc 5 Pour action Observations,['07-01-2014'],"[27, 28]","[148, 154]",1,MISSENARD QUINT B
 remplacer attentes PVC par une attente cuivre pour le générateur de vapeur du ham- mam,['23-09-2014'],"[60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74]","[321, 328, 334, 341, 348, 354, 360, 366, 372, 378, 384, 389, 395, 401]",4,MISSENARD QUINT B
 voir avec EAS et DRD/BERIM reprise synthèse local technique au droit canalisations évacuations EU et la- vage filtre,['15-07-2014'],"[50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]","[251, 258, 265, 273, 281, 288, 295, 302, 309, 316, 321, 328, 334, 341, 348, 354]",9,MISSENARD QUINT B
" voir pour modifier le passage des gaines entre le bassin d’apprentissage et le VS, et entre le bassin sportif et le bassin d’apprentissage, en utilisant le VS sous sauna pour le pas- sage de certaines gaines",['02-07-2013'],"[2, 3]","[8, 12]",2,MISSENARD QUINT B
 voir pour rideau d’air chaud encastré dans plénum du sas (environ 40cm). 04/03/14 : transmettre docu- mentation à BERIM pour validation,['25-02-2014'],"[31, 32]","[173, 179]",3,MISSENARD QUINT B
 accord pour piquage sur conduit de fumées pour VH,['08-04-2014'],"[36, 43, 44]","[202, 215, 220]",7,MISSENARD QUINT B
" accord sur pieds de radiateurs présentés, à fixer sur dalle brute",['15-07-2014'],"[50, 51, 52, 53, 54]","[251, 258, 265, 273, 281]",7,MISSENARD QUINT B
" accord sur pieds de radiateurs présentés, à fixer sur dalle brute. 19/08/14 : découper chape pour pose pieds de radiateur sur dalle brute",['15-07-2014'],"[55, 56, 57, 58]","[288, 295, 302, 309]",3,MISSENARD QUINT B
 alimentation en eau du bâtiment en ∅110,['17-06-2014'],"[46, 47, 48, 49, 50, 51, 52, 53]","[227, 233, 239, 245, 251, 258, 265, 273]",8,MISSENARD QUINT B
" attention à respecter les ouvrages des autres corps d’état (socles casiers, menuiseries alu)",['03-06-2014'],"[44, 46]","[220, 227]",7,MISSENARD QUINT B
" attention, vérifier que les courants faibles ne soient pas passés avec les courants forts dans les chemins de câbles de DEVRED",['28-10-2014'],[65],[354],6,MISSENARD QUINT B
 confirmer date de mise en eau des circuits de chauffage,['14-10-2014'],[63],[341],10,MISSENARD QUINT B
 confirmer date prévisible de passage bureau de contrôle pour établissement DRE,['23-09-2014'],"[60, 61]","[321, 328]",6,MISSENARD QUINT B
 confirmer la puissance électrique du rideau d’air chaud,['01-04-2014'],[35],[196],6,MISSENARD QUINT B
 confirmer les coefficients d’isolation retenus pour le calcul de déperditions pour vé- rification et validation des isolants dus au lot clos couvert,['08-10-2013'],[13],[64],5,MISSENARD QUINT B
 confirmer les dimensions de la nourrice de chauffage Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 13 081013.doc 5 Pour action Observations,['08-10-2013'],[13],[64],6,MISSENARD QUINT B
 confirmer les puissances électriques,['26-06-2013'],"[1, 2, 3]","[4, 8, 12]",0,MISSENARD QUINT B
 confirmer l’absence de canalisations M1 <125mm en traversées de paroi ou  canalisa- tions en charge,['16-09-2014'],[59],[316],6,MISSENARD QUINT B
 confirmer à DEVRED les puissances électriques et les implantations,['03-06-2014'],[44],[220],8,MISSENARD QUINT B
" dans les bacs tampon, supportage et fixation des canalisations en nylon ou PVC",['01-04-2014'],"[35, 36, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]","[196, 202, 215, 220, 227, 233, 239, 245, 251, 258, 265, 273, 281, 288, 295, 302, 309, 316, 321, 328, 334, 341]",7,MISSENARD QUINT B
" dernier rappel, nettoyer sous-sol avec BC, EAS et DEVRED",['16-12-2014'],"[72, 73, 74, 75]","[389, 395, 401, 406]",5,MISSENARD QUINT B
 décaler radiateur en dehors emprise plan vasque dans vestiaires personnel hommes,['21-10-2014'],"[64, 65, 66]","[348, 354, 360]",6,MISSENARD QUINT B
 extraction bac tampon 800m3/h,['02-07-2013'],"[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[8, 12, 17, 28, 33, 38, 44, 49, 54, 58, 64, 70, 76, 82, 88, 94, 100]",3,MISSENARD QUINT B
 faire croqus des traversées de charpente souhaitée pour passage des réseaux de chauffage pour soumettre à BC-MARGUERON,['14-01-2014'],[25],[136],2,MISSENARD QUINT B
 faire détail de la grille dans le banc sur plage sportif (réservation pour pose de la grille),['25-02-2014'],"[30, 31, 32]","[167, 173, 179]",2,MISSENARD QUINT B
 faire modification nourrice chauffage dans sanitaires publics,['30-09-2014'],"[61, 62, 63, 64]","[328, 334, 341, 348]",7,MISSENARD QUINT B
 faire nettoyage des regards et caniveaux en locaux techniques,['25-11-2014'],"[69, 71, 72, 73, 74]","[378, 384, 389, 395, 401]",6,MISSENARD QUINT B
 faire nettoyage galeries techniques,['15-07-2014'],"[50, 51, 52, 53]","[251, 258, 265, 273]",5,MISSENARD QUINT B
 faire nettoyage sous-sol,['19-08-2014'],"[55, 56, 57, 58]","[288, 295, 302, 309]",5,MISSENARD QUINT B
 faire nettoyage sous-sol le 19/09/14 avec MQB et DEVRED,['16-09-2014'],[59],[316],4,MISSENARD QUINT B
 faire réponse VISA BERIM plomberie du 23/12/13,['14-01-2014'],[26],[142],2,MISSENARD QUINT B
 faire réponse VISA BERIM plomberie du 23/12/13 Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 25 140114.doc 5 Pour action Observations,['14-01-2014'],[25],[136],3,MISSENARD QUINT B
 faire réponse à la note de BERIM,['15-07-2014'],"[50, 51, 52, 53]","[251, 258, 265, 273]",8,MISSENARD QUINT B
 fournir dimensions des cours anglaises de ventilation,['17-07-2013'],"[4, 6, 7]","[17, 28, 33]",3,MISSENARD QUINT B
 fournir dimensions des cours anglaises de ventilation. 03/09/13 : dimensions architecte con- firmées par entreprise,['17-07-2013'],[8],[38],2,MISSENARD QUINT B
 fournir la cage d’ancrage du conduit de fumées pour le 23/09/13,['03-09-2013'],"[8, 9]","[38, 44]",3,MISSENARD QUINT B
 fournir la cage d’ancrage du conduit de fumées pour le 23/09/13. 17/09/13 : confirmer la date de li- vraison du conduit de fumées. 24/09/13 : livraison prévue 1 ère semaine d’octobre,['03-09-2013'],"[11, 12, 13]","[54, 58, 64]",2,MISSENARD QUINT B
 fournir la cage d’ancrage du conduit de fumées pour le 23/09/13. 17/09/13 : confirmer la date de li- vraison du conduit de fumées. 24/09/13 : livraison prévue 1 ère semaine d’octobre. 15/10/13 : fait ce jour,['03-09-2013'],[14],[70],1,MISSENARD QUINT B
 fournir la cage d’ancrage du conduit de fumées pour le 23/09/13. 17/09/13 : confirmer la date de livraison du conduit de fumées,['03-09-2013'],[10],[49],2,MISSENARD QUINT B
 fournir plan de découpe des vasques,['07-10-2014'],[62],[334],8,MISSENARD QUINT B
 fournir plan de découpe des vasques. 14/10/14 : URGENT,['07-10-2014'],[63],[341],8,MISSENARD QUINT B
 fournir plan de socles local techniques : URGENT pour le 26/11/13,['19-11-2013'],"[19, 20]","[100, 106]",4,MISSENARD QUINT B
" gaine entre les 2 bassins à décaler de 20cm, en augmentant la hauteur et en dimi- nuant la largeur",['17-07-2013'],[4],[17],4,MISSENARD QUINT B
" galeries techniques considérées comme le volume du hall des bassins, coupe feu restitué au droit du JD. Prévoir manchon coupe feu sur les réseaux d’évacuation traversant le JD",['10-09-2013'],"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[44, 49, 54, 58, 64, 70, 76, 82, 88, 94, 100]",5,MISSENARD QUINT B
 grille sur menuiserie alu intérieure à peindre en RAL7012,['12-11-2014'],"[67, 68, 69, 71, 72, 73, 74]","[366, 372, 378, 384, 389, 395, 401]",9,MISSENARD QUINT B
 mettre obturation sur PVC évacuation en attente,['18-03-2014'],"[33, 34]","[184, 190]",4,MISSENARD QUINT B
 mettre une grille CF dans plafond coupe feu du local entretien,['28-10-2014'],"[65, 66, 67, 68]","[354, 360, 366, 372]",7,MISSENARD QUINT B
 mettre à jour plan de réservation élévations RDC Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 26 210114.doc 5 Pour action Observations,['21-01-2014'],[26],[142],3,MISSENARD QUINT B
 modifier alimentation en eau pour raccordement définitif du bâtiment,['04-11-2014'],[66],[360],8,MISSENARD QUINT B
 modifier attentes évacuation distributeurs pour décaler hors cloison,['15-07-2014'],"[50, 51, 52, 53]","[251, 258, 265, 273]",6,MISSENARD QUINT B
 modifier implantation filetage sur alimentation douche PMR (hors surbot),['04-11-2014'],"[66, 67]","[360, 366]",7,MISSENARD QUINT B
 modifier réservation grille reprise dans voile au droit local matériel donnant sur plage,['17-12-2013'],[23],[125],4,MISSENARD QUINT B
 nourrice chauffage dans le sanitaire C3 le long du voile sur hall bassin et dans local matériel entretien. Fournir réservation sur mise à jour plan réservations sous-sol,['15-10-2013'],"[14, 15, 16, 17, 18]","[70, 76, 82, 88, 94]",5,MISSENARD QUINT B
 panneaux rayonnants suivront la pente de la charpente et seront fixés par câbles,['15-10-2013'],[15],[76],5,MISSENARD QUINT B
 panneaux rayonnants suivront la pente de la charpente et seront fixés par câbles Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 14 151013.doc 5 Pour action Observations,['15-10-2013'],[14],[70],6,MISSENARD QUINT B
 panneaux rayonnants suivront la pente de la charpente et seront fixés par câbles. 29/10/13 : les pan- neaux rayonnants seront posés entre poutre au plus haut. 03/12/13 : faire coupe de principe de fixation avec com- plexe charpente / couverture Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 22 101213.doc 5 Pour action Observations,['15-10-2013'],[22],[118],1,MISSENARD QUINT B
 plan attentes électriques Traitement d’Eau pour le 25/09/13,['24-09-2013'],[11],[54],5,MISSENARD QUINT B
 plan de radiateurs à revoir selon indications de ce jour,['19-11-2013'],"[22, 23]","[118, 125]",2,MISSENARD QUINT B
 prendre cote pour les vasques,['07-10-2014'],"[62, 63]","[334, 341]",9,MISSENARD QUINT B
 problème canalisations au-dessus des trous d’homme des filtres. Dévoyer les canalisa- tions concernées en les écartant vers les bacs tampon Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 35 010414.doc 5 Pour action Observations,['01-04-2014'],[35],[196],5,MISSENARD QUINT B
 prolonger fourreaux autour canalisations de chauffage au droit nourrice,['15-07-2014'],"[50, 51, 52, 53]","[251, 258, 265, 273]",4,MISSENARD QUINT B
 préciser si des sorties en toiture sont à prévoir Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 12 011013.doc 5 Pour action Observations,['01-10-2013'],[12],[58],5,MISSENARD QUINT B
 préparer boites de sol selon relevé à fournir par CERGNUL. 27/05/14 : à livrer sur site + une grille,['15-04-2014'],[43],[215],7,MISSENARD QUINT B
 préparer dossier matériel pour VISA pour le 18/10/13,['24-09-2013'],"[11, 12, 13, 14, 15]","[54, 58, 64, 70, 76]",6,MISSENARD QUINT B
" préparer dossier technique, formuler réponse et prendre contact avec BERIM pour la plomberie",['26-11-2013'],[20],[106],4,MISSENARD QUINT B
 prévoir compteur homologué de marque ITRON sur circuit constant bassins et compteur d’énergie Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 33 180314.doc 5 Pour action Observations,['11-03-2014'],[33],[184],2,MISSENARD QUINT B
